datetime_id,product_id,qty_sold_kg
20240103,27,140.23
20240103,28,132.84
20240103,29,153.66
20240103,30,127.02
20240103,31,128.79
20240103,32,141.18
20240103,33,117.05
20240103,34,115.57
20240103,35,149.1
20240103,36,145.89000000000001
20240103,37,187.05
20240103,38,138.69
20240103,39,128.67
20240103,40,154.87
20240103,41,119.88
20240103,42,126.68
20240103,43,117.78
20240103,44,169.66
20240103,45,128.89
20240103,46,168.78
20240103,47,133.75
20240103,48,143.28
20240103,49,162.09
20240103,50,126.0
20240103,51,126.95
20240103,52,156.31
20240103,53,117.83
20240103,54,152.22
20240103,55,140.46
20240103,56,137.48
20240103,57,95.62
20240103,58,163.34
20240103,59,150.12
20240103,60,159.09
20240103,61,140.75
20240103,62,143.94
20240103,63,163.67
20240103,64,103.17
20240103,65,142.65
20240103,66,133.22
20240103,67,127.76
20240103,68,156.57
20240103,69,140.9
20240103,70,115.72
20240103,71,119.01
20240103,72,162.05
20240103,73,147.51
20240103,74,150.79
20240103,75,162.26
20240103,76,129.48
20240103,77,171.48
20240103,78,128.3
20240105,1,132.63
20240105,2,155.39000000000001
20240105,3,127.78999999999999
20240105,4,142.35
20240105,5,131.98
20240105,6,135.92
20240105,7,96.32
20240105,8,143.5
20240105,9,122.29
20240105,10,127.68
20240105,11,151.71
20240105,12,121.62
20240105,13,137.56
20240105,14,124.55
20240105,15,93.64
20240105,16,137.22
20240105,17,137.36
20240105,18,116.63
20240105,19,118.88
20240105,20,111.39
20240105,21,143.96
20240105,22,123.55
20240105,23,146.67
20240105,24,131.94
20240105,25,142.75
20240105,26,155.01
20240105,27,126.32000000000001
20240105,28,139.52
20240105,29,108.01
20240105,30,131.36
20240105,31,84.02
20240105,32,108.53999999999999
20240105,33,79.88
20240105,34,104.92
20240105,35,116.98
20240105,36,114.64
20240105,37,121.13
20240105,38,106.35
20240105,39,150.05
20240105,40,94.35
20240105,41,140.54
20240105,42,158.87
20240105,43,119.88
20240105,44,138.92
20240105,45,168.38
20240105,46,101.67
20240105,47,121.7
20240105,48,166.4
20240105,49,141.77
20240105,50,126.42999999999999
20240105,51,155.59
20240105,52,116.2
20240105,53,123.08
20240105,54,119.67
20240105,55,151.37
20240105,56,125.76
20240105,57,117.59
20240105,58,163.31
20240105,59,157.71
20240105,60,112.42
20240105,61,128.01
20240105,62,169.85999999999999
20240105,63,142.71
20240105,64,112.07
20240105,65,123.05
20240105,66,145.42
20240105,67,126.87
20240105,68,129.75
20240105,69,108.5
20240105,70,108.15
20240105,71,96.66
20240105,72,143.04
20240105,73,142.85
20240105,74,122.15
20240105,75,100.2
20240105,76,114.96
20240105,77,100.67999999999999
20240105,78,117.53999999999999
20240107,1,151.55
20240107,2,197.04
20240107,3,156.32
20240107,4,162.18
20240107,5,162.93
20240107,6,143.56
20240107,7,171.9
20240107,8,141.56
20240107,9,139.52
20240107,10,145.07
20240107,11,131.5
20240107,12,140.61
20240107,13,135.68
20240107,14,155.53
20240107,15,168.64000000000001
20240107,16,154.8
20240107,17,155.26
20240107,18,175.28
20240107,19,150.1
20240107,20,163.52
20240107,21,153.35999999999999
20240107,22,155.43
20240107,23,141.73
20240107,24,148.15
20240107,25,152.94
20240107,26,129.79
20240107,27,146.32
20240107,28,172.17
20240107,29,133.25
20240107,30,151.14
20240107,31,145.53
20240107,32,169.61
20240107,33,172.4
20240107,34,170.35
20240107,35,137.05
20240107,36,151.68
20240107,37,151.26
20240107,38,144.75
20240107,39,162.85
20240107,40,144.66
20240107,41,152.45
20240107,42,130.41
20240107,43,156.9
20240107,44,163.38
20240107,45,164.93
20240107,46,143.45
20240107,47,119.4
20240107,48,128.65
20240107,49,137.0
20240107,50,141.5
20240107,51,124.75
20240107,52,172.88
20240107,53,163.74
20240107,54,153.65
20240107,55,133.21
20240107,56,173.09
20240107,57,178.07
20240107,58,128.95
20240107,59,153.05
20240107,60,158.46
20240107,61,149.2
20240107,62,120.87
20240107,63,158.14
20240107,64,135.21
20240107,65,164.04
20240107,66,125.22
20240107,67,188.0
20240107,68,131.88
20240107,69,149.12
20240107,70,126.19
20240107,71,152.36
20240107,72,134.62
20240107,73,144.83
20240107,74,162.45
20240107,75,163.74
20240107,76,124.31
20240107,77,150.16
20240107,78,168.39
20240109,1,192.8
20240109,2,235.0
20240109,3,186.31
20240109,4,217.67
20240109,5,195.69
20240109,6,186.87
20240109,7,216.66
20240109,8,202.97
20240109,9,188.24
20240109,10,194.13
20240109,11,172.35
20240109,12,185.55
20240109,13,180.60999999999999
20240109,14,124.41
20240109,15,194.42
20240109,16,82.12
20240109,17,132.21
20240109,18,144.25
20240109,19,129.59
20240109,20,131.33
20240109,21,104.57000000000001
20240109,22,121.17999999999999
20240109,23,122.95
20240109,24,144.23
20240109,25,162.68
20240109,26,164.42
20240109,27,133.88
20240109,28,149.97
20240109,29,138.72
20240109,30,125.53
20240109,31,109.82
20240109,32,157.62
20240109,33,122.27
20240109,34,128.89000000000001
20240109,35,125.32
20240109,36,135.58
20240109,37,149.71
20240109,38,163.24
20240109,39,129.42
20240109,40,109.05
20240109,41,143.5
20240109,42,142.37
20240109,43,155.15
20240109,44,137.24
20240109,45,88.65
20240109,46,129.1
20240109,47,108.07
20240109,48,140.98
20240109,49,130.92
20240109,50,138.02
20240109,51,122.07000000000001
20240109,52,139.45
20240109,53,143.25
20240109,54,125.38
20240109,55,150.59
20240109,56,95.85
20240109,57,139.23
20240109,58,128.73
20240109,59,170.92
20240109,60,130.28
20240109,61,197.7
20240109,62,131.06
20240109,63,110.53
20240109,64,132.14
20240109,65,122.09
20240109,66,125.8
20240109,67,114.12
20240109,68,86.51
20240109,69,162.21
20240109,70,122.96000000000001
20240109,71,109.13
20240109,72,118.21000000000001
20240109,73,122.5
20240109,74,130.56
20240109,75,135.1
20240109,76,144.78
20240109,77,122.3
20240109,78,109.96
20240111,1,148.13
20240111,2,121.15
20240111,3,138.64000000000001
20240111,4,132.83
20240111,5,147.21
20240111,6,109.93
20240111,7,155.87
20240111,8,101.57000000000001
20240111,9,151.42000000000002
20240111,10,146.04
20240111,11,140.98
20240111,12,164.78
20240111,13,168.44
20240111,14,153.03
20240111,15,125.29
20240111,16,138.07
20240111,17,118.27
20240111,18,139.76
20240111,19,128.18
20240111,20,119.08
20240111,21,119.44
20240111,22,125.26
20240111,23,149.92
20240111,24,133.53
20240111,25,165.38
20240111,26,131.47
20240111,27,164.33
20240111,28,107.13
20240111,29,138.52
20240111,30,123.41
20240111,31,138.53
20240111,32,119.71000000000001
20240111,33,152.11
20240111,34,156.22
20240111,35,151.17
20240111,36,139.74
20240111,37,127.77
20240111,38,122.35
20240111,39,123.69
20240111,40,159.3
20240111,41,128.11
20240111,42,119.84
20240111,43,140.35
20240111,44,128.06
20240111,45,150.76
20240111,46,128.97
20240111,47,118.67999999999999
20240111,48,134.87
20240111,49,146.35
20240111,50,153.02
20240111,51,141.86
20240111,52,112.52
20240111,53,135.08
20240111,54,126.2
20240111,55,122.47
20240111,56,161.26
20240111,57,130.04
20240111,58,159.52
20240111,59,138.52
20240111,60,146.29
20240111,61,136.33
20240111,62,145.66
20240111,63,124.97
20240111,64,121.93
20240111,65,136.25
20240111,66,144.47
20240111,67,165.37
20240111,68,119.8
20240111,69,121.48
20240111,70,114.97
20240111,71,123.17
20240111,72,137.96
20240111,73,185.44
20240111,74,120.24
20240111,75,157.77
20240111,76,109.83
20240111,77,122.14
20240111,78,169.8
20240113,1,201.98
20240113,2,160.9
20240113,3,166.43
20240113,4,158.16
20240113,5,149.34
20240113,6,184.81
20240113,7,198.92
20240113,8,186.96
20240113,9,177.13
20240113,10,190.17
20240113,11,182.32
20240113,12,194.18
20240113,13,149.57
20240113,14,206.71
20240113,15,163.57
20240113,16,183.05
20240113,17,128.12
20240113,18,181.15
20240113,19,178.18
20240113,20,167.44
20240113,21,154.57
20240113,22,157.87
20240113,23,200.74
20240113,24,146.05
20240113,25,161.64000000000001
20240113,26,163.76
20240113,27,197.96
20240113,28,165.77
20240113,29,186.76
20240113,30,158.29
20240113,31,159.61
20240113,32,134.86
20240113,33,209.61
20240113,34,148.23
20240113,35,170.52
20240113,36,165.22
20240113,37,176.24
20240113,38,171.93
20240113,39,184.09
20240113,40,178.23
20240113,41,171.86
20240113,42,181.84
20240113,43,150.07
20240113,44,207.35
20240113,45,183.87
20240113,46,181.08
20240113,47,166.63
20240113,48,180.07
20240113,49,146.48
20240113,50,183.43
20240113,51,148.04
20240113,52,155.82
20240113,53,176.04
20240113,54,143.53
20240113,55,128.95
20240113,56,169.07
20240113,57,122.72
20240113,58,200.77
20240113,59,143.33
20240113,60,158.41
20240113,61,217.22
20240113,62,147.0
20240113,63,182.5
20240113,64,166.7
20240113,65,156.85999999999999
20240113,66,143.84
20240113,67,162.21
20240113,68,151.26
20240113,69,166.9
20240113,70,150.54
20240113,71,153.35
20240113,72,172.53
20240113,73,160.33
20240113,74,212.54
20240113,75,192.94
20240113,76,155.35
20240113,77,155.28
20240113,78,170.56
20240115,1,182.0
20240115,2,196.47
20240115,3,210.63
20240115,4,178.24
20240115,5,177.96
20240115,6,174.78
20240115,7,220.35999999999999
20240115,8,226.17
20240115,9,156.35999999999999
20240115,10,179.6
20240115,11,197.57
20240115,12,186.6
20240115,13,175.75
20240115,14,203.19
20240115,15,190.37
20240115,16,136.45
20240115,17,154.06
20240115,18,146.9
20240115,19,139.95
20240115,20,121.17
20240115,21,137.82
20240115,22,155.69
20240115,23,157.25
20240115,24,124.08
20240115,25,153.38
20240115,26,144.85
20240115,27,148.99
20240115,28,120.35
20240115,29,111.95
20240115,30,94.17
20240115,31,139.35
20240115,32,143.46
20240115,33,128.37
20240115,34,120.46
20240115,35,111.78
20240115,36,153.87
20240115,37,145.82
20240115,38,154.62
20240115,39,191.71
20240115,40,139.51
20240115,41,205.0
20240115,42,168.85
20240115,43,203.22
20240115,44,155.95
20240115,45,129.48
20240115,46,119.2
20240115,47,139.51
20240115,48,150.64
20240115,49,144.35
20240115,50,212.45
20240115,51,178.14
20240115,52,140.91
20240115,53,148.99
20240115,54,188.3
20240115,55,172.06
20240115,56,208.59
20240115,57,221.84
20240115,58,138.63
20240115,59,149.57
20240115,60,163.04
20240115,61,134.85999999999999
20240115,62,148.32
20240115,63,97.27
20240115,64,111.32
20240115,65,127.09
20240115,66,153.68
20240115,67,164.71
20240115,68,132.19
20240115,69,147.24
20240115,70,103.9
20240115,71,134.01
20240115,72,142.07
20240115,73,125.14
20240115,74,122.19
20240115,75,107.66
20240115,76,132.29
20240115,77,150.06
20240115,78,151.35999999999999
20240117,1,189.98
20240117,2,220.97
20240117,3,181.99
20240117,4,185.77
20240117,5,163.5
20240117,6,222.98
20240117,7,169.89
20240117,8,186.0
20240117,9,186.13
20240117,10,167.74
20240117,11,262.32
20240117,12,202.08
20240117,13,169.37
20240117,14,194.68
20240117,15,177.32
20240117,16,151.39000000000001
20240117,17,191.72
20240117,18,115.55
20240117,19,139.09
20240117,20,143.59
20240117,21,125.77
20240117,22,179.37
20240117,23,138.96
20240117,24,146.57
20240117,25,131.49
20240117,26,137.9
20240117,27,142.29
20240117,28,146.85
20240117,29,136.47
20240117,30,132.34
20240117,31,143.92
20240117,32,132.53
20240117,33,121.11
20240117,34,136.55
20240117,35,131.26
20240117,36,148.48
20240117,37,165.56
20240117,38,174.85
20240117,39,158.3
20240117,40,203.83
20240117,41,163.4
20240117,42,200.52
20240117,43,145.16
20240117,44,180.51
20240117,45,158.48
20240117,46,120.05
20240117,47,126.21
20240117,48,119.81
20240117,49,152.38
20240117,50,136.28
20240117,51,127.46
20240117,52,122.7
20240117,53,133.97
20240117,54,144.6
20240117,55,154.28
20240117,56,158.45000000000002
20240117,57,158.35
20240117,58,122.59
20240117,59,147.54
20240117,60,144.92
20240117,61,124.92
20240117,62,168.85
20240117,63,113.53
20240117,64,150.45
20240117,65,147.37
20240117,66,139.09
20240117,67,142.23
20240117,68,152.28
20240117,69,148.23
20240117,70,145.11
20240117,71,163.74
20240117,72,147.26
20240117,73,143.31
20240117,74,155.96
20240117,75,124.66
20240117,76,124.5
20240117,77,158.89
20240117,78,143.9
20240119,1,164.27
20240119,2,120.47
20240119,3,163.84
20240119,4,137.51
20240119,5,120.81
20240119,6,118.01
20240119,7,128.6
20240119,8,141.46
20240119,9,153.75
20240119,10,130.53
20240119,11,136.79
20240119,12,139.72
20240119,13,127.78
20240119,14,127.95
20240119,15,138.56
20240119,16,132.78
20240119,17,154.47
20240119,18,162.14000000000001
20240119,19,174.87
20240119,20,125.14
20240119,21,122.55
20240119,22,105.09
20240119,23,120.75
20240119,24,146.05
20240119,25,100.14
20240119,26,145.45
20240119,27,141.88
20240119,28,150.3
20240119,29,130.64
20240119,30,133.11
20240119,31,123.05
20240119,32,156.0
20240119,33,135.04
20240119,34,128.61
20240119,35,116.13
20240119,36,149.13
20240119,37,146.97
20240119,38,208.98
20240119,39,171.14
20240119,40,142.46
20240119,41,217.94
20240119,42,191.23
20240119,43,162.8
20240119,44,151.05
20240119,45,111.56
20240119,46,128.66
20240119,47,159.72
20240119,48,128.18
20240119,49,142.29
20240119,50,142.68
20240119,51,127.73
20240119,52,134.71
20240119,53,126.39
20240119,54,144.58
20240119,55,141.55
20240119,56,141.69
20240119,57,115.53
20240119,58,145.88
20240119,59,134.77
20240119,60,139.43
20240119,61,125.03
20240119,62,155.92
20240119,63,125.52
20240119,64,145.98
20240119,65,128.11
20240119,66,149.19
20240119,67,153.94
20240119,68,132.37
20240119,69,162.63
20240119,70,100.81
20240119,71,117.17
20240119,72,107.11
20240119,73,161.99
20240119,74,139.87
20240119,75,160.84
20240119,76,180.38
20240119,77,122.01
20240119,78,133.06
20240121,1,164.49
20240121,2,158.36
20240121,3,152.1
20240121,4,135.81
20240121,5,151.71
20240121,6,158.08
20240121,7,174.2
20240121,8,112.54
20240121,9,146.12
20240121,10,136.05
20240121,11,189.04
20240121,12,188.7
20240121,13,156.45
20240121,14,150.94
20240121,15,189.86
20240121,16,191.29
20240121,17,137.12
20240121,18,161.93
20240121,19,183.95
20240121,20,158.1
20240121,21,177.03
20240121,22,171.3
20240121,23,152.87
20240121,24,150.22
20240121,25,149.73
20240121,26,116.79
20240121,27,187.77
20240121,28,535.72
20240121,29,486.13
20240121,30,296.6
20240121,31,337.28
20240121,32,278.21999999999997
20240121,33,345.52
20240121,34,363.06
20240121,35,282.25
20240121,36,367.0
20240121,37,335.19
20240121,38,177.19
20240121,39,198.67
20240121,40,220.32
20240121,41,204.98
20240121,42,194.96
20240121,43,199.11
20240121,44,135.93
20240121,45,166.7
20240121,46,199.78
20240121,47,187.06
20240121,48,143.43
20240121,49,184.92
20240121,50,175.1
20240121,51,165.25
20240121,52,144.68
20240121,53,172.2
20240121,54,158.57
20240121,55,176.98
20240121,56,155.38
20240121,57,153.26
20240121,58,182.14
20240121,59,160.09
20240121,60,172.4
20240121,61,178.4
20240121,62,150.35
20240121,63,153.46
20240121,64,160.88
20240121,65,155.76
20240121,66,174.76
20240121,67,175.79
20240121,68,143.54
20240121,69,143.93
20240121,70,165.94
20240121,71,160.59
20240121,72,155.35
20240121,73,170.75
20240121,74,146.17
20240121,75,161.04
20240121,76,135.09
20240121,77,183.17
20240121,78,167.22
20240123,1,166.02
20240123,2,185.48
20240123,3,212.83
20240123,4,184.99
20240123,5,209.23
20240123,6,164.19
20240123,7,190.02
20240123,8,148.55
20240123,9,209.55
20240123,10,203.18
20240123,11,184.93
20240123,12,176.97
20240123,13,166.35999999999999
20240123,14,222.01
20240123,15,198.5
20240123,16,98.06
20240123,17,140.62
20240123,18,157.46
20240123,19,143.3
20240123,20,139.97
20240123,21,112.42
20240123,22,148.09
20240123,23,133.14
20240123,24,140.31
20240123,25,111.71
20240123,26,145.17
20240123,27,134.85
20240123,28,138.98
20240123,29,122.82000000000001
20240123,30,129.59
20240123,31,105.25
20240123,32,118.84
20240123,33,141.61
20240123,34,151.32
20240123,35,133.9
20240123,36,141.54
20240123,37,146.43
20240123,38,154.92
20240123,39,116.83
20240123,40,139.87
20240123,41,145.67
20240123,42,132.87
20240123,43,130.08
20240123,44,147.04
20240123,45,132.26
20240123,46,111.54
20240123,47,154.17
20240123,48,158.91
20240123,49,115.12
20240123,50,158.59
20240123,51,128.85
20240123,52,105.62
20240123,53,127.45
20240123,54,133.81
20240123,55,151.26
20240123,56,129.15
20240123,57,100.14
20240123,58,141.07
20240123,59,124.79
20240123,60,117.11
20240123,61,116.81
20240123,62,153.65
20240123,63,104.0
20240123,64,136.41
20240123,65,130.1
20240123,66,150.15
20240123,67,96.88
20240123,68,145.1
20240123,69,134.11
20240123,70,128.63
20240123,71,127.32000000000001
20240123,72,118.54
20240123,73,132.58
20240123,74,116.5
20240123,75,129.96
20240123,76,117.23
20240123,77,128.49
20240123,78,152.15
20240125,1,127.84
20240125,2,129.97
20240125,3,126.14
20240125,4,113.2
20240125,5,120.57000000000001
20240125,6,134.24
20240125,7,115.02
20240125,8,104.42999999999999
20240125,9,143.79
20240125,10,146.61
20240125,11,135.93
20240125,12,164.3
20240125,13,120.29
20240125,14,127.52
20240125,15,135.92
20240125,16,125.2
20240125,17,156.32
20240125,18,138.35
20240125,19,161.88
20240125,20,130.77
20240125,21,123.22
20240125,22,169.63
20240125,23,131.1
20240125,24,108.39
20240125,25,121.53
20240125,26,165.8
20240125,27,118.82000000000001
20240125,28,141.09
20240125,29,143.2
20240125,30,159.98
20240125,31,147.08
20240125,32,96.77
20240125,33,143.14
20240125,34,151.76
20240125,35,148.28
20240125,36,136.9
20240125,37,139.0
20240125,38,127.64
20240125,39,174.41
20240125,40,136.04
20240125,41,125.23
20240125,42,123.65
20240125,43,157.32
20240125,44,124.6
20240125,45,130.73
20240125,46,114.47
20240125,47,123.21
20240125,48,129.81
20240125,49,149.98
20240125,50,105.76
20240125,51,125.26
20240125,52,134.08
20240125,53,152.68
20240125,54,161.64
20240125,55,113.65
20240125,56,119.69
20240125,57,117.61
20240125,58,145.46
20240125,59,129.79
20240125,60,141.71
20240125,61,124.17
20240125,62,128.78
20240125,63,129.25
20240125,64,154.63
20240125,65,118.89
20240125,66,139.67
20240125,67,122.62
20240125,68,116.83
20240125,69,121.31
20240125,70,137.27
20240125,71,133.42
20240125,72,128.28
20240125,73,126.02
20240125,74,120.91
20240125,75,133.53
20240125,76,171.94
20240125,77,169.34
20240125,78,149.10999999999999
20240127,1,173.5
20240127,2,194.55
20240127,3,184.97
20240127,4,120.38
20240127,5,143.27
20240127,6,167.03
20240127,7,154.5
20240127,8,145.27
20240127,9,167.47
20240127,10,200.99
20240127,11,169.93
20240127,12,161.45
20240127,13,126.08
20240127,14,194.41
20240127,15,193.22
20240127,16,198.5
20240127,17,140.3
20240127,18,179.61
20240127,19,150.76
20240127,20,177.74
20240127,21,153.59
20240127,22,162.28
20240127,23,157.71
20240127,24,154.18
20240127,25,210.82
20240127,26,157.3
20240127,27,163.23
20240127,28,155.56
20240127,29,161.33
20240127,30,160.42
20240127,31,168.99
20240127,32,152.57999999999998
20240127,33,141.35
20240127,34,187.71
20240127,35,175.53
20240127,36,180.89
20240127,37,161.17
20240127,38,230.9
20240127,39,218.63
20240127,40,161.83
20240127,41,174.24
20240127,42,181.95
20240127,43,175.35
20240127,44,159.47
20240127,45,148.92
20240127,46,174.04
20240127,47,185.0
20240127,48,129.45
20240127,49,198.07
20240127,50,180.84
20240127,51,159.02
20240127,52,158.99
20240127,53,179.5
20240127,54,168.77
20240127,55,173.78
20240127,56,172.82
20240127,57,194.58
20240127,58,160.94
20240127,59,173.02
20240127,60,138.62
20240127,61,181.9
20240127,62,187.47
20240127,63,178.3
20240127,64,176.26
20240127,65,161.24
20240127,66,173.03
20240127,67,164.24
20240127,68,160.38
20240127,69,179.21
20240127,70,166.55
20240127,71,158.16
20240127,72,163.21
20240127,73,127.11
20240127,74,149.89
20240127,75,164.33
20240127,76,161.14
20240127,77,182.57
20240127,78,153.52
20240129,1,207.82
20240129,2,174.95
20240129,3,216.61
20240129,4,190.0
20240129,5,183.42
20240129,6,176.52
20240129,7,191.75
20240129,8,183.25
20240129,9,184.26
20240129,10,162.84
20240129,11,189.66
20240129,12,151.95
20240129,13,236.79
20240129,14,108.11
20240129,15,195.72
20240129,16,101.08
20240129,17,140.54
20240129,18,141.15
20240129,19,128.25
20240129,20,157.98
20240129,21,144.16
20240129,22,115.09
20240129,23,148.86
20240129,24,131.41
20240129,25,148.67
20240129,26,112.8
20240129,27,138.62
20240129,28,148.82
20240129,29,126.25
20240129,30,127.55
20240129,31,124.28
20240129,32,130.55
20240129,33,130.13
20240129,34,129.79
20240129,35,139.97
20240129,36,128.6
20240129,37,119.35
20240129,38,138.28
20240129,39,158.22
20240129,40,125.36
20240129,41,139.11
20240129,42,138.13
20240129,43,122.35000000000001
20240129,44,152.55
20240129,45,109.06
20240129,46,111.59
20240129,47,173.45
20240129,48,126.96
20240129,49,158.64
20240129,50,148.46
20240129,51,152.35
20240129,52,144.84
20240129,53,117.61
20240129,54,113.83
20240129,55,142.1
20240129,56,143.04
20240129,57,137.42
20240129,58,131.33
20240129,59,135.43
20240129,60,126.61
20240129,61,138.74
20240129,62,141.4
20240129,63,125.49
20240129,64,120.73
20240129,65,137.04
20240129,66,122.11
20240129,67,135.03
20240129,68,145.82
20240129,69,137.54
20240129,70,107.41
20240129,71,154.62
20240129,72,138.24
20240129,73,123.25
20240129,74,145.1
20240129,75,136.54
20240129,76,144.25
20240129,77,122.32
20240129,78,137.84
20240131,1,180.35
20240131,2,210.22
20240131,3,176.03
20240131,4,189.29
20240131,5,173.62
20240131,6,188.35
20240131,7,190.6
20240131,8,186.71
20240131,9,203.33
20240131,10,197.08
20240131,11,186.58
20240131,12,200.99
20240131,13,170.49
20240131,14,146.2
20240131,15,227.6
20240131,16,133.98
20240131,17,126.06
20240131,18,134.73
20240131,19,128.29
20240131,20,118.73
20240131,21,107.99000000000001
20240131,22,114.04
20240131,23,109.5
20240131,24,141.05
20240131,25,145.69
20240131,26,124.62
20240131,27,124.48
20240131,28,124.25
20240131,29,155.36
20240131,30,133.03
20240131,31,113.51
20240131,32,118.73
20240131,33,109.46
20240131,34,154.3
20240131,35,123.1
20240131,36,137.35
20240131,37,163.24
20240131,38,127.21000000000001
20240131,39,110.68
20240131,40,168.72
20240131,41,119.29
20240131,42,157.25
20240131,43,111.83
20240131,44,81.02
20240131,45,122.32
20240131,46,112.67
20240131,47,136.24
20240131,48,133.79
20240131,49,139.6
20240131,50,123.33
20240131,51,149.89
20240131,52,117.33
20240131,53,126.95
20240131,54,147.85999999999999
20240131,55,154.86
20240131,56,116.3
20240131,57,107.77
20240131,58,98.33
20240131,59,136.33
20240131,60,143.03
20240131,61,97.06
20240131,62,142.91
20240131,63,128.96
20240131,64,121.65
20240131,65,154.52
20240131,66,139.23
20240131,67,136.88
20240131,68,127.06
20240131,69,125.26
20240131,70,129.42
20240131,71,110.82
20240131,72,101.19
20240131,73,116.37
20240131,74,119.21
20240131,75,122.21
20240131,76,121.92
20240131,77,134.49
20240131,78,109.8
20240202,1,249.4
20240202,2,177.91
20240202,3,168.26
20240202,4,197.83
20240202,5,206.34
20240202,6,205.33
20240202,7,200.75
20240202,8,185.38
20240202,9,191.92
20240202,10,184.09
20240202,11,185.21
20240202,12,191.64000000000001
20240202,13,167.65
20240202,14,186.21
20240202,15,176.73
20240202,16,525.37
20240202,17,423.37
20240202,18,491.83
20240202,19,479.49
20240202,20,156.67
20240202,21,145.41
20240202,22,140.76
20240202,23,148.15
20240202,24,121.32
20240202,25,161.76
20240202,26,110.45
20240202,27,129.38
20240202,28,140.43
20240202,29,144.3
20240202,30,153.21
20240202,31,136.63
20240202,32,174.62
20240202,33,160.0
20240202,34,170.13
20240202,35,140.47
20240202,36,149.66
20240202,37,140.19
20240202,38,134.12
20240202,39,126.31
20240202,40,151.37
20240202,41,127.95
20240202,42,168.37
20240202,43,172.49
20240202,44,123.51
20240202,45,119.65
20240202,46,98.22
20240202,47,143.88
20240202,48,139.24
20240202,49,134.46
20240202,50,154.24
20240202,51,132.76
20240202,52,149.59
20240202,53,185.31
20240202,54,155.86
20240202,55,143.05
20240202,56,149.88
20240202,57,106.46
20240202,58,119.6
20240202,59,124.9
20240202,60,163.24
20240202,61,122.11
20240202,62,163.6
20240202,63,130.31
20240202,64,144.81
20240202,65,174.52
20240202,66,155.22
20240202,67,156.29
20240202,68,142.0
20240202,69,145.28
20240202,70,127.91
20240202,71,117.35
20240202,72,149.13
20240202,73,171.29
20240202,74,151.82
20240202,75,154.82999999999998
20240202,76,117.25
20240202,77,135.56
20240202,78,132.47
20240204,1,217.35
20240204,2,234.8
20240204,3,270.76
20240204,4,192.13
20240204,5,259.89
20240204,6,231.07
20240204,7,225.48
20240204,8,205.9
20240204,9,213.27
20240204,10,251.63
20240204,11,232.03
20240204,12,205.47
20240204,13,216.86
20240204,14,212.32999999999998
20240204,15,208.32
20240204,16,725.93
20240204,17,668.03
20240204,18,644.49
20240204,19,650.05
20240204,20,141.29
20240204,21,155.74
20240204,22,184.48
20240204,23,188.05
20240204,24,143.72
20240204,25,156.04
20240204,26,157.24
20240204,27,151.96
20240204,28,161.21
20240204,29,156.56
20240204,30,168.03
20240204,31,162.38
20240204,32,151.69
20240204,33,158.99
20240204,34,113.23
20240204,35,165.6
20240204,36,114.79
20240204,37,168.97
20240204,38,141.39
20240204,39,189.97
20240204,40,170.67000000000002
20240204,41,156.8
20240204,42,166.45
20240204,43,148.94
20240204,44,153.14000000000001
20240204,45,176.74
20240204,46,157.81
20240204,47,173.91
20240204,48,172.72
